name,id,url,description,rank,list_id
2015,1700,http://img2-2.timeinc.net/people/i/2015/news/150223/sports-illustrated-cover-435.jpg,Hot,1,12
2010,1701,http://media.nj.com/star-ledger/photo/2014/02/2010-si-coverjpg-4233bc57ddd6ecd3.jpg,Hot,2,12
2012,1702,http://amfblog.s3.amazonaws.com/wp-content/uploads/2015/02/Kate-Upton.jpg,Hot,3,12
2013,1703,http://www.boston.com/ae/celebrity/blog/popradar/Kate-Cover.jpg,Kate Upton,4,12
2009,1704,http://img2.timeinc.net/people/i/2014/sandbox/news/140203/si-covers/si-09-435.jpg,Bar Rafaeli,5,12
2008,1705,http://img2.timeinc.net/people/i/2014/sandbox/news/140203/si-covers/si-08-435.jpg,Marisa Miller,6,12
2006,1706,http://img2-2.timeinc.net/people/i/2014/sandbox/news/140203/si-covers/si-06-435.jpg,Beach Party,6,12
